BBG Ticker,Name,index,fsym id
VIFN SW Equity,Vifor Pharma AG,SXXP,SKZ6K6-R
TRN IM Equity,Terna Rete Elettrica Nazionale SpA,SXXP,SKZ5H5-R
BAS GR Equity,BASF SE,SXXP,SKYG3H-R
ADEN SW Equity,Adecco Group AG,SXXP,SKXD2H-R
JDEP NA Equity,JDE Peet's NV,SXXP,SK4CJ6-R
EKTAB SS Equity,Elekta AB,SXXP,SJXTST-R
PSPN SW Equity,PSP Swiss Property AG,SXXP,SGQ0K7-R
CLN SW Equity,Clariant AG,SXXP,SDDWXH-R
HPOLB SS Equity,Hexpol AB,SXXP,SDCW2N-R
CA FP Equity,Carrefour SA,SXXP,SDCTWH-R
BN FP Equity,Danone SA,SXXP,SC37CB-R
RB/ LN Equity,Reckitt Benckiser Group PLC,SXXP,S8ZFWL-R
BP/ LN Equity,BP PLC,SXXP,S8V1HG-R
TRN LN Equity,Trainline PLC,SXXP,S8JN79-R
DBK GR Equity,Deutsche Bank AG,SXXP,S6QLP1-R
BBVA SM Equity,Banco Bilbao Vizcaya Argentaria SA,SXXP,S6PT59-R
SEV FP Equity,Suez SA,SXXP,S6KQHL-R
TRYG DC Equity,Tryg A/S,SXXP,S4HTHH-R
EXPN LN Equity,Experian PLC,SXXP,S243YB-R
SIM DC Equity,SimCorp A/S,SXXP,S22HVT-R
RBI AV Equity,Raiffeisen Bank International AG,SXXP,S0YJ3Z-R
EQNR NO Equity,Equinor ASA,SXXP,RZSB30-R
DUFN SW Equity,Dufry AG,SXXP,RXPGD4-R
INDUA SS Equity,Industrivarden AB,SXXP,RWDF0K-R
TIT IM Equity,Telecom Italia SpA/Milano,SXXP,RT6ZD8-R
DB1 GR Equity,Deutsche Boerse AG,SXXP,RT6W65-R
BMW GR Equity,Bayerische Motoren Werke AG,SXXP,RT6MQY-R
IAG LN Equity,International Consolidated Airlines Grou,SXXP,RT3HS0-R
STAN LN Equity,Standard Chartered PLC,SXXP,RT2GT1-R
PHNX LN Equity,Phoenix Group Holdings PLC,SXXP,RS2N47-R
RIO LN Equity,Rio Tinto PLC,SXXP,RS2FLX-R
SOBI SS Equity,Swedish Orphan Biovitrum AB,SXXP,RQX8MZ-R
EDP PL Equity,EDP - Energias de Portugal SA,SXXP,RQTY5S-R
AUTO LN Equity,Auto Trader Group PLC,SXXP,RQC189-R
AVV LN Equity,AVEVA Group PLC,SXXP,RPV8Q0-R
IWG LN Equity,IWG PLC,SXXP,RNQ5S2-R
PHP LN Equity,Primary Health Properties PLC,SXXP,RNKSCY-R
DSM NA Equity,Koninklijke DSM NV,SXXP,RNJP8X-R
EVK GR Equity,Evonik Industries AG,SXXP,RN0R13-R
KNIN SW Equity,Kuehne + Nagel International AG,SXXP,RML0Q2-R
FNTN GR Equity,Freenet AG,SXXP,RMHTJ0-R
LISN SW Equity,Chocoladefabriken Lindt & Spruengli AG,SXXP,RKB29F-R
SGO FP Equity,Cie de Saint-Gobain,SXXP,RK87TQ-R
DPH LN Equity,Dechra Pharmaceuticals PLC,SXXP,RK53VS-R
ILD FP Equity,Iliad SA,SXXP,RH0XLN-R
KBX GR Equity,Knorr-Bremse AG,SXXP,RGB6QT-R
LMP LN Equity,LondonMetric Property PLC,SXXP,RFW6M8-R
ABF LN Equity,Associated British Foods PLC,SXXP,RFRHDN-R
GFC FP Equity,Gecina SA,SXXP,RDQKHP-R
ATE FP Equity,Alten SA,SXXP,RCFYZJ-R
LATOB SS Equity,Investment AB Latour,SXXP,RBHVG6-R
PKO PW Equity,Powszechna Kasa Oszczednosci Bank Polski,SXXP,RBCQLB-R
ENI IM Equity,Eni SpA,SXXP,R9B29P-R
CMBN SW Equity,Cembra Money Bank AG,SXXP,R7RWKM-R
DG FP Equity,Vinci SA,SXXP,R71R5P-R
EL FP Equity,EssilorLuxottica SA,SXXP,R6Y499-R
DSV DC Equity,DSV PANALPINA A/S,SXXP,R4PJJZ-R
ENG SM Equity,Enagas SA,SXXP,R2JVCD-R
TELIA SS Equity,Telia Co AB,SXXP,R2JS7B-R
LGEN LN Equity,Legal & General Group PLC,SXXP,R033YB-R
MAERSKB DC Equity,AP Moller - Maersk A/S,SXXP,QZ4Y8Y-R
SECUB SS Equity,Securitas AB,SXXP,QZ3B6F-R
SRG IM Equity,Snam SpA,SXXP,QYYXT9-R
GEBN SW Equity,Geberit AG,SXXP,QYYQF3-R
SPIE FP Equity,SPIE SA,SXXP,QV6J9K-R
CPR IM Equity,Davide Campari-Milano NV,SXXP,QTFWQW-R
ALO FP Equity,Alstom SA,SXXP,QSF694-R
IG IM Equity,Italgas SpA,SXXP,QS9BG1-R
SWON SW Equity,Softwareone Holding AG,SXXP,QR9G8S-R
SWMA SS Equity,Swedish Match AB,SXXP,QQ5SY0-R
CBG LN Equity,Close Brothers Group PLC,SXXP,QNWBS1-R
AT1 GR Equity,Aroundtown SA,SXXP,QM7F8W-R
ML FP Equity,Michelin,SXXP,QLR4HX-R
SOON SW Equity,Sonova Holding AG,SXXP,QLLYHZ-R
ENGI FP Equity,Engie SA,SXXP,QKJP1R-R
HUSQB SS Equity,Husqvarna AB,SXXP,QH99RN-R
BILL SS Equity,BillerudKorsnas AB,SXXP,QG3PY9-R
LLOY LN Equity,Lloyds Banking Group PLC,SXXP,QG1XJM-R
ADS GR Equity,adidas AG,SXXP,QDYYRR-R
SMDS LN Equity,DS Smith PLC,SXXP,QCZ86Y-R
SCR FP Equity,SCOR SE,SXXP,QBX2YT-R
VOW3 GR Equity,Volkswagen AG,SXXP,QBTQFL-R
NETC DC Equity,Netcompany Group A/S,SXXP,Q9SWCC-R
DEMANT DC Equity,Demant A/S,SXXP,Q9JDJR-R
VOE AV Equity,voestalpine AG,SXXP,Q9J52J-R
GSK LN Equity,GlaxoSmithKline PLC,SXXP,Q8D48N-R
MUV2 GR Equity,Munich Re,SXXP,Q8CXWG-R
ABN NA Equity,ABN AMRO Bank NV,SXXP,Q7XWQX-R
INF LN Equity,Informa PLC,SXXP,Q77TYJ-R
FHZN SW Equity,Flughafen Zurich AG,SXXP,Q553HS-R
SAP GR Equity,SAP SE,SXXP,Q53RYJ-R
ELISA FH Equity,Elisa Oyj,SXXP,Q514Z2-R
INCH LN Equity,Inchcape PLC,SXXP,Q3ZMYK-R
SBBB SS Equity,Samhallsbyggnadsbolaget i Norden AB,SXXP,Q21FMK-R
BARC LN Equity,Barclays PLC,SXXP,Q1KZKH-R
EDEN FP Equity,Edenred,SXXP,Q0JVDG-R
RACE IM Equity,Ferrari NV,SXXP,Q05NFB-R
AFX GR Equity,Carl Zeiss Meditec AG,SXXP,PZGYJG-R
KBC BB Equity,KBC Group NV,SXXP,PZGQ27-R
SCT LN Equity,Softcat PLC,SXXP,PYV9PN-R
ALLN SW Equity,Allreal Holding AG,SXXP,PY6Z5W-R
SU FP Equity,Schneider Electric SE,SXXP,PVX0ZC-R
EBS AV Equity,Erste Group Bank AG,SXXP,PQHMVC-R
WTB LN Equity,Whitbread PLC,SXXP,PN6Z21-R
VACN SW Equity,VAT Group AG,SXXP,PMSGZ0-R
AENA SM Equity,Aena SME SA,SXXP,PM9V18-R
ZAL GR Equity,Zalando SE,SXXP,PM6KP2-R
FTI FP Equity,TechnipFMC PLC,SXXP,PM465W-R
AIR FP Equity,Airbus SE,SXXP,PKYMY1-R
GET FP Equity,Getlink SE,SXXP,PKTRNJ-R
PAH3 GR Equity,Porsche Automobil Holding SE,SXXP,PKT6GW-R
BKT SM Equity,Bankinter SA,SXXP,PHL0HY-R
PSN LN Equity,Persimmon PLC,SXXP,PFG3V3-R
MOWI NO Equity,Mowi ASA,SXXP,PDBDMJ-R
FR FP Equity,Valeo SA,SXXP,PD8SK0-R
REL LN Equity,RELX PLC,SXXP,PC4MH0-R
LR FP Equity,Legrand SA,SXXP,PB2NM2-R
BALDB SS Equity,Fastighets AB Balder,SXXP,PB1Z9F-R
ITRK LN Equity,Intertek Group PLC,SXXP,P8X97Y-R
ECM LN Equity,Electrocomponents PLC,SXXP,P7S21W-R
ALFA SS Equity,Alfa Laval AB,SXXP,P7RWQQ-R
TEG GR Equity,TAG Immobilien AG,SXXP,P6MRQR-R
ERICB SS Equity,Telefonaktiebolaget LM Ericsson,SXXP,P6LTYW-R
TKWY NA Equity,Just Eat Takeaway.com NV,SXXP,P6FKFG-R
DHER GR Equity,Delivery Hero SE,SXXP,P5GH6C-R
IFX GR Equity,Infineon Technologies AG,SXXP,P59ZZH-R
KER FP Equity,Kering SA,SXXP,P45SVG-R
EVD GR Equity,CTS Eventim AG & Co KGaA,SXXP,P32T0K-R
REC IM Equity,Recordati Industria Chimica e Farmaceuti,SXXP,P1YDHB-R
GMAB DC Equity,Genmab A/S,SXXP,P0YS2L-R
SAB SM Equity,Banco de Sabadell SA,SXXP,NZTKYK-R
VOLVB SS Equity,Volvo AB,SXXP,NZSHXK-R
FORTUM FH Equity,Fortum Oyj,SXXP,NZP5KF-R
CABK SM Equity,CaixaBank SA,SXXP,NZNF7V-R
SEBA SS Equity,Skandinaviska Enskilda Banken AB,SXXP,NYJ1NJ-R
MGGT LN Equity,Meggitt PLC,SXXP,NYHXDD-R
ISP IM Equity,Intesa Sanpaolo SpA,SXXP,NYHV8B-R
EXO IM Equity,EXOR NV,SXXP,NXK0CB-R
AC FP Equity,Accor SA,SXXP,NSZ0P5-R
POLY LN Equity,Polymetal International PLC,SXXP,NSGMFV-R
HELN SW Equity,Helvetia Holding AG,SXXP,NQWDFJ-R
SAN SM Equity,Banco Santander SA,SXXP,NQPWYC-R
AMBUB DC Equity,Ambu A/S,SXXP,NNMH2X-R
FP FP Equity,TOTAL SE,SXXP,NL9BH6-R
EMG LN Equity,Man Group PLC/Jersey,SXXP,NL99F5-R
GLPG NA Equity,Galapagos NV,SXXP,NK7572-R
STB NO Equity,Storebrand ASA,SXXP,NJ2NHR-R
SAF FP Equity,Safran SA,SXXP,NGS8GV-R
ROSE SW Equity,Zur Rose Group AG,SXXP,NB7GLC-R
RCO FP Equity,Remy Cointreau SA,SXXP,N939WQ-R
RMV LN Equity,Rightmove PLC,SXXP,N6W4ZT-R
AM FP Equity,Dassault Aviation SA,SXXP,N4KJCL-R
VIS SM Equity,Viscofan SA,SXXP,N3KTTS-R
ITX SM Equity,Industria de Diseno Textil SA,SXXP,N189DN-R
YAR NO Equity,Yara International ASA,SXXP,MXS313-R
KGH PW Equity,KGHM Polska Miedz SA,SXXP,MWM5JD-R
COLR BB Equity,Etablissements Franz Colruyt NV,SXXP,MWM188-R
BEIJB SS Equity,Beijer Ref AB,SXXP,MVN234-R
NOVOB DC Equity,Novo Nordisk A/S,SXXP,MVMFXK-R
NHY NO Equity,Norsk Hydro ASA,SXXP,MVMBQG-R
SKAB SS Equity,Skanska AB,SXXP,MTG5RJ-R
ASSAB SS Equity,Assa Abloy AB,SXXP,MT9XMJ-R
ROG SW Equity,Roche Holding AG,SXXP,MT9P59-R
RI FP Equity,Pernod Ricard SA,SXXP,MQ1RPL-R
MRW LN Equity,Wm Morrison Supermarkets PLC,SXXP,MNX919-R
PRY IM Equity,Prysmian SpA,SXXP,MLRJQN-R
MF FP Equity,Wendel SE,SXXP,MLJKF3-R
BWY LN Equity,Bellway PLC,SXXP,MKHPN6-R
SXS LN Equity,Spectris PLC,SXXP,MH8MYD-R
SBRY LN Equity,J Sainsbury PLC,SXXP,MH7DL7-R
ABI BB Equity,Anheuser-Busch InBev SA/NV,SXXP,MH7BG5-R
HSBA LN Equity,HSBC Holdings PLC,SXXP,MH2X00-R
WDP BB Equity,Warehouses De Pauw CVA,SXXP,MDVHMW-R
TSCO LN Equity,Tesco PLC,SXXP,MDTJSZ-R
AHT LN Equity,Ashtead Group PLC,SXXP,MCTS43-R
DWNI GR Equity,Deutsche Wohnen SE,SXXP,MBSR11-R
NOVN SW Equity,Novartis AG,SXXP,MBPRB7-R
NOKIA FH Equity,Nokia Oyj,SXXP,M9KK66-R
CLNX SM Equity,Cellnex Telecom SA,SXXP,M7R42R-R
AKZA NA Equity,Akzo Nobel NV,SXXP,M79YFW-R
SAN FP Equity,Sanofi,SXXP,M78XGX-R
WRT1V FH Equity,Wartsila OYJ Abp,SXXP,M76BKH-R
UCG IM Equity,UniCredit SpA,SXXP,M60C0S-R
BESI NA Equity,BE Semiconductor Industries NV,SXXP,M3XC1S-R
QIA GR Equity,QIAGEN NV,SXXP,M3Q8G2-R
SAND SS Equity,Sandvik AB,SXXP,LZCMNQ-R
PUB FP Equity,Publicis Groupe SA,SXXP,LZ645K-R
INGA NA Equity,ING Groep NV,SXXP,LY6KWW-R
IHG LN Equity,InterContinental Hotels Group PLC,SXXP,LY217M-R
VIV FP Equity,Vivendi SE,SXXP,LY205L-R
BEI GR Equity,Beiersdorf AG,SXXP,LY1Y1J-R
DCC LN Equity,DCC PLC,SXXP,LXHSHL-R
FPE3 GR Equity,FUCHS PETROLUB SE,SXXP,LVZ4GQ-R
HEXAB SS Equity,Hexagon AB,SXXP,LVVB64-R
FBK IM Equity,FinecoBank Banca Fineco SpA,SXXP,LVTKC1-R
INVEB SS Equity,Investor AB,SXXP,LVSS7P-R
PROX BB Equity,Proximus SADP,SXXP,LTTQYH-R
HEIO NA Equity,Heineken Holding NV,SXXP,LTNDSH-R
EZJ LN Equity,easyJet PLC,SXXP,LSNJXJ-R
AED BB Equity,Aedifica SA,SXXP,LRMVGS-R
SVT LN Equity,Severn Trent PLC,SXXP,LRJK5P-R
AAL LN Equity,Anglo American PLC,SXXP,LRJCVJ-R
TUI LN Equity,TUI AG,SXXP,LQD7VK-R
MTX GR Equity,MTU Aero Engines AG,SXXP,LQ9WBB-R
NIBEB SS Equity,Nibe Industrier AB,SXXP,LP9QY3-R
TYRES FH Equity,Nokian Renkaat Oyj,SXXP,LP3TNK-R
RF FP Equity,Eurazeo SE,SXXP,LLW6X7-R
ALE PW Equity,Allegro.eu SA,SXXP,LLFN8R-R
CPG LN Equity,Compass Group PLC,SXXP,LJQ74C-R
OCDO LN Equity,Ocado Group PLC,SXXP,LHPBFK-R
CNA LN Equity,Centrica PLC,SXXP,LHKZY9-R
DNP PW Equity,Dino Polska SA,SXXP,LHK3T0-R
SGRE SM Equity,Siemens Gamesa Renewable Energy SA,SXXP,LGC7YW-R
UBI FP Equity,Ubisoft Entertainment SA,SXXP,LG9GK6-R
LUNE SS Equity,Lundin Energy AB,SXXP,LF9T2F-R
ICA SS Equity,ICA Gruppen AB,SXXP,LF7DH5-R
SFZN SW Equity,Siegfried Holding AG,SXXP,LF6ZPS-R
ADP FP Equity,Aeroports de Paris,SXXP,LD8KL5-R
BIM FP Equity,BioMerieux,SXXP,LD75YW-R
SCHP SW Equity,Schindler Holding AG,SXXP,LC2JZF-R
ATCOA SS Equity,Atlas Copco AB,SXXP,LC28G5-R
PGHN SW Equity,Partners Group Holding AG,SXXP,LBZ7PB-R
LUNDB SS Equity,L E Lundbergforetagen AB,SXXP,L9YRMS-R
HNR1 GR Equity,Hannover Rueck SE,SXXP,L8SYB5-R
JMAT LN Equity,Johnson Matthey PLC,SXXP,L8NP65-R
HO FP Equity,Thales SA,SXXP,L7MP54-R
WIE AV Equity,Wienerberger AG,SXXP,L6DD46-R
TMV GR Equity,TeamViewer AG,SXXP,L65FJB-R
SN/ LN Equity,Smith & Nephew PLC,SXXP,L5CD35-R
DNB NO Equity,DNB ASA,SXXP,L57WDW-R
CNHI IM Equity,CNH Industrial NV,SXXP,L518VQ-R
EVO SS Equity,Evolution AB,SXXP,L3H7V7-R
UMI BB Equity,Umicore SA,SXXP,L1YNFY-R
NTGY SM Equity,Naturgy Energy Group SA,SXXP,L0Q74W-R
BALN SW Equity,Baloise Holding AG,SXXP,KYL30T-R
BOL FP Equity,Bollore SA,SXXP,KYL1YS-R
DIA IM Equity,DiaSorin SpA,SXXP,KXDF6J-R
BVIC LN Equity,Britvic PLC,SXXP,KW6FJP-R
PSM GR Equity,ProSiebenSat.1 Media SE,SXXP,KV03BN-R
KESKOB FH Equity,Kesko Oyj,SXXP,KRX5HQ-R
DIM FP Equity,Sartorius Stedim Biotech,SXXP,KQMGSG-R
UCB BB Equity,UCB SA,SXXP,KNHDSG-R
NEL NO Equity,NEL ASA,SXXP,KNCW14-R
CFR SW Equity,Cie Financiere Richemont SA,SXXP,KNB0HD-R
PSON LN Equity,Pearson PLC,SXXP,KL682P-R
BVI FP Equity,Bureau Veritas SA,SXXP,KL214V-R
SBMO NA Equity,SBM Offshore NV,SXXP,KL1VPK-R
MRL SM Equity,Merlin Properties Socimi SA,SXXP,KK2X62-R
RBS LN Equity,Natwest Group PLC,SXXP,KHS6Z8-R
KINVB SS Equity,Kinnevik AB,SXXP,KFQ0J0-R
MRK GR Equity,Merck KGaA,SXXP,KFN73B-R
ORSTED DC Equity,Orsted AS,SXXP,KFDRGY-R
THULE SS Equity,Thule Group AB,SXXP,KDVW4Z-R
TRELB SS Equity,Trelleborg AB,SXXP,KDFDZV-R
SIGN SW Equity,SIG Combibloc Group AG,SXXP,KCYPFK-R
PST IM Equity,Poste Italiane SpA,SXXP,KBR84J-R
TEL2B SS Equity,Tele2 AB,SXXP,K6W4F5-R
PUM GR Equity,Puma SE,SXXP,K6PMY0-R
DLN LN Equity,Derwent London PLC,SXXP,K4GJ34-R
ZURN SW Equity,Zurich Insurance Group AG,SXXP,K3FPD8-R
AOX GR Equity,alstria office REIT-AG,SXXP,K3DG13-R
ORP FP Equity,Orpea SA,SXXP,K01WHX-R
A2A IM Equity,A2A SpA,SXXP,JYXN9V-R
SINCH SS Equity,Sinch AB,SXXP,JY8B5D-R
RTO LN Equity,Rentokil Initial PLC,SXXP,JWNLQ3-R
ASML NA Equity,ASML Holding NV,SXXP,JWGWTR-R
COL SM Equity,Inmobiliaria Colonial Socimi SA,SXXP,JTDRHK-R
BATS LN Equity,British American Tobacco PLC,SXXP,JTC3C0-R
TW/ LN Equity,Taylor Wimpey PLC,SXXP,JPV6NT-R
MRO LN Equity,Melrose Industries PLC,SXXP,JPV5LS-R
G1A GR Equity,GEA Group AG,SXXP,JLFH0L-R
SGSN SW Equity,SGS SA,SXXP,JLFCTH-R
TEP FP Equity,Teleperformance,SXXP,JK94MF-R
HMB SS Equity,H & M Hennes & Mauritz AB,SXXP,JJ43XM-R
TOM NO Equity,TOMRA Systems ASA,SXXP,JH4B5Q-R
UTG LN Equity,UNITE Group PLC/The,SXXP,JH0SFD-R
SOI FP Equity,SOITEC,SXXP,JFVH6B-R
IGG LN Equity,IG Group Holdings PLC,SXXP,JDXSGD-R
STERV FH Equity,Stora Enso Oyj,SXXP,JCQQSM-R
MOR GR Equity,MorphoSys AG,SXXP,J62PZC-R
BME LN Equity,B&M European Value Retail SA,SXXP,J5XDH0-R
ANDR AV Equity,ANDRITZ AG,SXXP,J4T9VD-R
VOD LN Equity,Vodafone Group PLC,SXXP,J4RDQ3-R
SY1 GR Equity,Symrise AG,SXXP,J3R0B4-R
NG/ LN Equity,National Grid PLC,SXXP,J2N4RC-R
CON GR Equity,Continental AG,SXXP,J2HM33-R
HOLMB SS Equity,Holmen AB,SXXP,J1JT84-R
ESSITYB SS Equity,Essity AB,SXXP,J1HNQQ-R
BUCN SW Equity,Bucher Industries AG,SXXP,J0DWNC-R
LHA GR Equity,Deutsche Lufthansa AG,SXXP,J0CL54-R
RWE GR Equity,RWE AG,SXXP,J07D56-R
HSV LN Equity,HomeServe PLC,SXXP,HZ8NG9-R
HEI GR Equity,HeidelbergCement AG,SXXP,HZ43T1-R
AI FP Equity,Air Liquide SA,SXXP,HXYRFX-R
BBOX LN Equity,Tritax Big Box REIT PLC,SXXP,HXW8WR-R
NZYMB DC Equity,Novozymes A/S,SXXP,HWYYQ0-R
GYC GR Equity,Grand City Properties SA,SXXP,HTB1H4-R
BHP LN Equity,BHP Group PLC,SXXP,HSF47Y-R
ORA FP Equity,Orange SA,SXXP,HSDXVR-R
KOJAMO FH Equity,Kojamo Oyj,SXXP,HP9HLX-R
REE SM Equity,Red Electrica Corp SA,SXXP,HP1KTT-R
AMS SM Equity,Amadeus IT Group SA,SXXP,HMZCMS-R
RSA LN Equity,RSA Insurance Group PLC,SXXP,HKLT6M-R
HEN3 GR Equity,Henkel AG & Co KGaA,SXXP,HJLYBN-R
HEIA NA Equity,Heineken NV,SXXP,HF7CXJ-R
SLHN SW Equity,Swiss Life Holding AG,SXXP,HF31NG-R
CCH LN Equity,Coca-Cola HBC AG,SXXP,HDL2BM-R
FERG LN Equity,Ferguson PLC,SXXP,H9SSMH-R
UU/ LN Equity,United Utilities Group PLC,SXXP,H9PG8C-R
LXS GR Equity,LANXESS AG,SXXP,H8M907-R
TEL NO Equity,Telenor ASA,SXXP,H7F209-R
BA/ LN Equity,BAE Systems PLC,SXXP,H3ZDL6-R
ACKB BB Equity,Ackermans & van Haaren NV,SXXP,H0LS10-R
GRI LN Equity,Grainger PLC,SXXP,GZGWH8-R
AZN LN Equity,AstraZeneca PLC,SXXP,GY9L86-R
KPN NA Equity,Koninklijke KPN NV,SXXP,GY9DY1-R
ENR GR Equity,Siemens Energy AG,SXXP,GXQDVD-R
III LN Equity,3i Group PLC,SXXP,GX5F66-R
BG AV Equity,BAWAG Group AG,SXXP,GW7KTS-R
SWEDA SS Equity,Swedbank AB,SXXP,GW6H33-R
SK FP Equity,SEB SA,SXXP,GW21MY-R
STM IM Equity,STMicroelectronics NV,SXXP,GW0ZLY-R
1COV GR Equity,Covestro AG,SXXP,GVJ2XN-R
ISS DC Equity,ISS A/S,SXXP,GV499G-R
KINDSDB SS Equity,Kindred Group PLC,SXXP,GV30BR-R
CAST SS Equity,Castellum AB,SXXP,GV2Z8Q-R
ENX FP Equity,Euronext NV,SXXP,GTX4SW-R
ACA FP Equity,Credit Agricole SA,SXXP,GSX767-R
BNP FP Equity,BNP Paribas SA,SXXP,GSRMDX-R
MC FP Equity,LVMH Moet Hennessy Louis Vuitton SE,SXXP,GQH86W-R
ALV GR Equity,Allianz SE,SXXP,GQH62T-R
KN FP Equity,Natixis SA,SXXP,GND87W-R
BNR GR Equity,Brenntag SE,SXXP,GM98K3-R
ASM NA Equity,ASM International NV,SXXP,GM7H09-R
CS FP Equity,AXA SA,SXXP,GM702V-R
CSGN SW Equity,Credit Suisse Group AG,SXXP,GM2LPQ-R
LIN GR Equity,Linde PLC,SXXP,GM21N6-R
GETIB SS Equity,Getinge AB,SXXP,GK0D7G-R
SESG FP Equity,SES SA,SXXP,GJV8GN-R
KGF LN Equity,Kingfisher PLC,SXXP,GGPJ50-R
ANA SM Equity,Acciona SA,SXXP,GGL1JR-R
GLEN LN Equity,Glencore PLC,SXXP,GDLPN9-R
NEXI IM Equity,Nexi SpA,SXXP,GD0QSV-R
THG LN Equity,THG PLC,SXXP,GBK1CP-R
SAE GR Equity,Shop Apotheke Europe NV,SXXP,G7Q1VD-R
BCVN SW Equity,Banque Cantonale Vaudoise,SXXP,G6SN46-R
VWS DC Equity,Vestas Wind Systems A/S,SXXP,G6QVQJ-R
SCHA NO Equity,Schibsted ASA,SXXP,G4GNVN-R
SOP FP Equity,Sopra Steria Group SACA,SXXP,G12VZ9-R
REP SM Equity,Repsol SA,SXXP,G0XN0D-R
NEM GR Equity,Nemetschek SE,SXXP,FYP7N8-R
GXI GR Equity,Gerresheimer AG,SXXP,FXMKFQ-R
SHBA SS Equity,Svenska Handelsbanken AB,SXXP,FWJ4P9-R
BAYN GR Equity,Bayer AG,SXXP,FVCVC5-R
RHM GR Equity,Rheinmetall AG,SXXP,FT4G44-R
FDJ FP Equity,La Francaise des Jeux SAEM,SXXP,FT4D8B-R
BARN SW Equity,Barry Callebaut AG,SXXP,FS0W5P-R
ABBN SW Equity,ABB Ltd,SXXP,FQZ7Z2-R
GJF NO Equity,Gjensidige Forsikring ASA,SXXP,FNW967-R
HL/ LN Equity,Hargreaves Lansdown PLC,SXXP,FMPBLF-R
GBLB BB Equity,Groupe Bruxelles Lambert SA,SXXP,FLFHHZ-R
NENTB SS Equity,Nordic Entertainment Group AB,SXXP,FL5CJW-R
GN DC Equity,GN Store Nord AS,SXXP,FK99CY-R
BAKKA NO Equity,Bakkafrost P/F,SXXP,FDPMD5-R
RXL FP Equity,Rexel SA,SXXP,FBG90Z-R
SRT3 GR Equity,Sartorius AG,SXXP,FBBQ6M-R
DPLM LN Equity,Diploma PLC,SXXP,F97RFR-R
SAGAB SS Equity,Sagax AB,SXXP,F8T8X8-R
SW FP Equity,Sodexo SA,SXXP,F86RDQ-R
CAP FP Equity,Capgemini SE,SXXP,F86QBP-R
SIE GR Equity,Siemens AG,SXXP,F82JBR-R
EVR LN Equity,Evraz PLC,SXXP,F6M2T7-R
EN FP Equity,Bouygues SA,SXXP,F5TYNG-R
AAK SS Equity,AAK AB,SXXP,F3LWYN-R
PRX NA Equity,Prosus NV,SXXP,F39WDV-R
EOAN GR Equity,E.ON SE,SXXP,F2JQPJ-R
LSE LN Equity,London Stock Exchange Group PLC,SXXP,F0BW8V-R
SGE LN Equity,Sage Group PLC/The,SXXP,F057JK-R
LEG GR Equity,LEG Immobilien SE,SXXP,DZPGCQ-R
MT NA Equity,ArcelorMittal SA,SXXP,DZ437D-R
RR/ LN Equity,Rolls-Royce Holdings PLC,SXXP,DTMN8J-R
VPK NA Equity,Koninklijke Vopak NV,SXXP,DTGY93-R
UBSG SW Equity,UBS Group AG,SXXP,DSLY98-R
CRBN NA Equity,Corbion NV,SXXP,DS9SB5-R
DAI GR Equity,Daimler AG,SXXP,DRBPYY-R
SIKA SW Equity,Sika AG,SXXP,DQ7JSW-R
TKA GR Equity,thyssenkrupp AG,SXXP,DQ5QB5-R
DTE GR Equity,Deutsche Telekom AG,SXXP,DMXKJB-R
BEAN SW Equity,Belimo Holding AG,SXXP,DLPK0N-R
PNN LN Equity,Pennon Group PLC,SXXP,DLMRLZ-R
BT/A LN Equity,BT Group PLC,SXXP,DKMXT1-R
SPSN SW Equity,Swiss Prime Site AG,SXXP,DKKBWM-R
BDEV LN Equity,Barratt Developments PLC,SXXP,DH768X-R
ARGX BB Equity,Argenx SE,SXXP,DG473N-R
SGRO LN Equity,Segro PLC,SXXP,DF4GV5-R
SCAB SS Equity,Svenska Cellulosa AB SCA,SXXP,DF3CR4-R
JD/ LN Equity,JD Sports Fashion PLC,SXXP,DF01D0-R
ASHM LN Equity,Ashmore Group PLC,SXXP,DD2FV5-R
SLA LN Equity,Standard Life Aberdeen PLC,SXXP,DD26CY-R
STMN SW Equity,Straumann Holding AG,SXXP,DCZ6P4-R
DLG LN Equity,Direct Line Insurance Group PLC,SXXP,DBXPPN-R
CDR PW Equity,CD Projekt SA,SXXP,DBXNLL-R
COFB BB Equity,Cofinimmo SA,SXXP,D9L3BL-R
RMS FP Equity,Hermes International,SXXP,D9KCYX-R
ENTRA NO Equity,Entra ASA,SXXP,D6FS6R-R
GALE SW Equity,Galenica AG,SXXP,D52NY8-R
INW IM Equity,Infrastrutture Wireless Italiane SpA,SXXP,D4NXL8-R
FME GR Equity,Fresenius Medical Care AG & Co KGaA,SXXP,D3XD6P-R
CBK GR Equity,Commerzbank AG,SXXP,D3HSB0-R
ADM LN Equity,Admiral Group PLC,SXXP,D2TYF9-R
RDSA NA Equity,Royal Dutch Shell PLC,SXXP,D1R73N-R
VCT LN Equity,Victrex PLC,SXXP,D0LZXL-R
ORK NO Equity,Orkla ASA,SXXP,CZHVTK-R
AZA SS Equity,Avanza Bank Holding AB,SXXP,CY7YM1-R
FI-N SW Equity,Georg Fischer AG,SXXP,CVZ4KL-R
NOD NO Equity,Nordic Semiconductor ASA,SXXP,CSQ76Z-R
LONN SW Equity,Lonza Group AG,SXXP,CRNVGL-R
NXT LN Equity,Next PLC,SXXP,CQJM8J-R
